,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on,dist_from_path
1045,2016-11-01,19:03:20,42.8,13.03,CENTRAL ITALY,10,ML,3.9,542131,19,3,20.0,2016-11-01 19:03:20,ICV,66
1041,2016-11-01,20:46:26,43.01,13.14,CENTRAL ITALY,10,ML,3.1,542146,20,46,26.0,2016-11-01 20:46:26,ICV,83
1042,2016-11-01,20:38:20,42.92,13.2,CENTRAL ITALY,9,ML,3.1,542143,20,38,20.0,2016-11-01 20:38:20,ICV,72
1040,2016-11-01,21:04:43,42.93,13.11,CENTRAL ITALY,10,ML,2.5,542148,21,4,43.0,2016-11-01 21:04:43,ICV,76
1037,2016-11-01,22:37:16,42.72,13.19,CENTRAL ITALY,10,ML,2.9,542153,22,37,16.0,2016-11-01 22:37:16,ICV,53
1038,2016-11-01,22:03:34,42.76,13.17,CENTRAL ITALY,11,ML,2.5,542151,22,3,34.0,2016-11-01 22:03:34,ICV,57
1039,2016-11-01,22:02:18,42.65,13.32,CENTRAL ITALY,5,ML,2.8,542150,22,2,18.0,2016-11-01 22:02:18,ICV,41
1035,2016-11-01,23:33:20,42.69,13.2,CENTRAL ITALY,12,ML,2.5,542162,23,33,20.0,2016-11-01 23:33:20,ICV,49
1036,2016-11-01,23:01:07,42.91,13.18,CENTRAL ITALY,13,ML,2.8,542158,23,1,7.0,2016-11-01 23:01:07,ICV,71
1031,2016-11-02,01:57:27,42.79,13.04,CENTRAL ITALY,10,ML,2.7,542176,1,57,27.0,2016-11-02 01:57:27,ICV,65
1032,2016-11-02,01:51:08,42.54,13.23,CENTRAL ITALY,12,ML,2.6,542178,1,51,8.0,2016-11-02 01:51:08,ICV,34
1033,2016-11-02,01:39:53,43.03,13.08,CENTRAL ITALY,9,ML,2.8,542175,1,39,53.0,2016-11-02 01:39:53,ICV,87
1034,2016-11-02,01:03:32,42.81,13.15,CENTRAL ITALY,11,ML,2.6,542173,1,3,32.0,2016-11-02 01:03:32,ICV,63
1027,2016-11-02,02:37:10,42.8,13.04,CENTRAL ITALY,10,ML,2.6,542182,2,37,10.0,2016-11-02 02:37:10,ICV,66
1029,2016-11-02,02:19:43,42.91,13.2,CENTRAL ITALY,9,ML,2.9,542181,2,19,43.0,2016-11-02 02:19:43,ICV,71
1030,2016-11-02,02:14:08,42.9,13.32,CENTRAL ITALY,24,ML,2.7,542179,2,14,8.0,2016-11-02 02:14:08,ICV,65
1025,2016-11-02,03:34:11,42.87,13.12,CENTRAL ITALY,8,ML,2.5,542185,3,34,11.0,2016-11-02 03:34:11,ICV,70
1026,2016-11-02,03:32:15,43.08,13.07,CENTRAL ITALY,9,ML,2.8,542186,3,32,15.0,2016-11-02 03:32:15,ICV,92
1019,2016-11-02,04:44:21,42.61,13.23,CENTRAL ITALY,14,ML,2.6,542205,4,44,21.0,2016-11-02 04:44:21,ICV,41
1020,2016-11-02,04:37:30,42.83,13.05,CENTRAL ITALY,10,ML,2.5,542214,4,37,30.0,2016-11-02 04:37:30,ICV,68
1023,2016-11-02,04:07:21,43.03,13.08,CENTRAL ITALY,9,ML,2.5,542199,4,7,21.0,2016-11-02 04:07:21,ICV,87
1012,2016-11-02,05:55:11,42.64,13.22,CENTRAL ITALY,13,ML,2.9,542227,5,55,11.0,2016-11-02 05:55:11,ICV,44
1013,2016-11-02,05:52:36,43.04,13.06,CENTRAL ITALY,10,ML,3.0,542226,5,52,36.0,2016-11-02 05:52:36,ICV,88
1014,2016-11-02,05:38:00,42.8,13.12,CENTRAL ITALY,12,ML,2.5,542221,5,38,0.0,2016-11-02 05:38:00,ICV,63
1015,2016-11-02,05:30:58,42.91,13.13,CENTRAL ITALY,10,ML,3.2,542220,5,30,58.0,2016-11-02 05:30:58,ICV,73
1016,2016-11-02,05:22:03,42.8,13.13,CENTRAL ITALY,11,ML,2.5,542218,5,22,3.0,2016-11-02 05:22:03,ICV,62
1017,2016-11-02,05:07:57,43.0,13.11,CENTRAL ITALY,10,ML,2.6,542216,5,7,57.0,2016-11-02 05:07:57,ICV,83
1006,2016-11-02,06:59:49,42.75,13.26,CENTRAL ITALY,14,ML,2.5,542246,6,59,49.0,2016-11-02 06:59:49,ICV,53
1008,2016-11-02,06:41:13,42.8,13.17,CENTRAL ITALY,10,ML,3.5,542237,6,41,13.0,2016-11-02 06:41:13,ICV,61
1009,2016-11-02,06:39:48,42.88,13.07,CENTRAL ITALY,11,ML,2.8,542238,6,39,48.0,2016-11-02 06:39:48,ICV,72
1010,2016-11-02,06:08:48,43.04,13.06,CENTRAL ITALY,10,ML,3.5,542231,6,8,48.0,2016-11-02 06:08:48,ICV,88
1004,2016-11-02,07:37:22,42.71,13.19,CENTRAL ITALY,10,ML,3.3,542253,7,37,22.0,2016-11-02 07:37:22,ICV,52
995,2016-11-02,08:52:10,42.74,13.12,CENTRAL ITALY,12,ML,2.8,542268,8,52,10.0,2016-11-02 08:52:10,ICV,57
996,2016-11-02,08:49:46,42.73,13.18,CENTRAL ITALY,13,ML,2.5,542265,8,49,46.0,2016-11-02 08:49:46,ICV,54
997,2016-11-02,08:38:35,42.93,13.22,CENTRAL ITALY,9,ML,2.6,542260,8,38,35.0,2016-11-02 08:38:35,ICV,72
998,2016-11-02,08:35:51,42.89,13.17,CENTRAL ITALY,10,ML,2.8,542263,8,35,51.0,2016-11-02 08:35:51,ICV,70
1000,2016-11-02,08:28:33,42.72,13.24,CENTRAL ITALY,10,ML,2.8,542261,8,28,33.0,2016-11-02 08:28:33,ICV,51
992,2016-11-02,09:33:58,42.68,13.18,CENTRAL ITALY,13,ML,2.5,542274,9,33,58.0,2016-11-02 09:33:58,ICV,49
993,2016-11-02,09:27:43,43.0,13.15,CENTRAL ITALY,6,ML,3.1,542273,9,27,43.0,2016-11-02 09:27:43,ICV,81
994,2016-11-02,09:05:52,42.71,13.26,CENTRAL ITALY,11,ML,2.6,542269,9,5,52.0,2016-11-02 09:05:52,ICV,49
987,2016-11-02,10:32:07,42.94,13.15,CENTRAL ITALY,10,ML,2.8,542280,10,32,7.0,2016-11-02 10:32:07,ICV,75
989,2016-11-02,10:00:21,43.01,13.12,CENTRAL ITALY,9,ML,2.8,542276,10,0,21.0,2016-11-02 10:00:21,ICV,83
982,2016-11-02,11:43:18,42.87,13.19,CENTRAL ITALY,10,ML,2.5,542299,11,43,18.0,2016-11-02 11:43:18,ICV,67
983,2016-11-02,11:28:56,42.86,13.23,CENTRAL ITALY,10,ML,2.8,542293,11,28,56.0,2016-11-02 11:28:56,ICV,65
984,2016-11-02,11:24:28,42.9,13.11,CENTRAL ITALY,10,ML,2.7,542292,11,24,28.0,2016-11-02 11:24:28,ICV,73
985,2016-11-02,11:13:52,42.78,13.2,CENTRAL ITALY,9,ML,3.3,542290,11,13,52.0,2016-11-02 11:13:52,ICV,58
978,2016-11-02,12:29:00,42.84,13.16,CENTRAL ITALY,10,ML,2.7,542326,12,29,0.0,2016-11-02 12:29:00,ICV,65
979,2016-11-02,12:26:15,42.93,13.14,CENTRAL ITALY,8,ML,2.5,542325,12,26,15.0,2016-11-02 12:26:15,ICV,75
980,2016-11-02,12:05:14,43.04,13.12,CENTRAL ITALY,8,ML,3.1,542322,12,5,14.0,2016-11-02 12:05:14,ICV,86
973,2016-11-02,13:44:37,42.79,13.15,CENTRAL ITALY,9,ML,2.7,542341,13,44,37.0,2016-11-02 13:44:37,ICV,61
975,2016-11-02,13:10:23,42.84,13.17,CENTRAL ITALY,11,ML,2.5,542333,13,10,23.0,2016-11-02 13:10:23,ICV,65
976,2016-11-02,13:09:00,42.88,13.05,CENTRAL ITALY,11,ML,2.5,542334,13,9,0.0,2016-11-02 13:09:00,ICV,73
977,2016-11-02,13:03:08,43.03,13.07,CENTRAL ITALY,9,ML,2.5,542331,13,3,8.0,2016-11-02 13:03:08,ICV,87
970,2016-11-02,14:42:37,42.84,13.16,CENTRAL ITALY,11,ML,2.7,542345,14,42,37.0,2016-11-02 14:42:37,ICV,65
971,2016-11-02,14:25:59,42.88,13.15,CENTRAL ITALY,11,ML,3.2,542343,14,25,59.0,2016-11-02 14:25:59,ICV,69
964,2016-11-02,15:56:45,42.9,13.21,CENTRAL ITALY,9,ML,2.7,542374,15,56,45.0,2016-11-02 15:56:45,ICV,69
965,2016-11-02,15:53:02,43.03,13.05,CENTRAL ITALY,10,ML,3.4,542373,15,53,2.0,2016-11-02 15:53:02,ICV,88
966,2016-11-02,15:17:30,42.8,13.15,CENTRAL ITALY,10,ML,3.0,542368,15,17,30.0,2016-11-02 15:17:30,ICV,62
969,2016-11-02,15:03:49,42.79,13.11,CENTRAL ITALY,10,ML,2.5,542365,15,3,49.0,2016-11-02 15:03:49,ICV,62
959,2016-11-02,16:56:51,42.89,13.15,CENTRAL ITALY,9,ML,2.9,542381,16,56,51.0,2016-11-02 16:56:51,ICV,70
960,2016-11-02,16:29:21,42.89,13.19,CENTRAL ITALY,10,ML,2.6,542379,16,29,21.0,2016-11-02 16:29:21,ICV,69
961,2016-11-02,16:23:12,42.89,13.19,CENTRAL ITALY,9,ML,2.5,542378,16,23,12.0,2016-11-02 16:23:12,ICV,69
963,2016-11-02,16:12:09,42.71,13.23,CENTRAL ITALY,11,ML,2.9,542377,16,12,9.0,2016-11-02 16:12:09,ICV,50
954,2016-11-02,17:45:37,42.8,13.14,CENTRAL ITALY,11,ML,3.2,542391,17,45,37.0,2016-11-02 17:45:37,ICV,62
955,2016-11-02,17:37:55,42.75,13.08,CENTRAL ITALY,10,ML,2.6,542387,17,37,55.0,2016-11-02 17:37:55,ICV,59
956,2016-11-02,17:24:40,42.81,13.15,CENTRAL ITALY,10,ML,2.7,542384,17,24,40.0,2016-11-02 17:24:40,ICV,63
957,2016-11-02,17:16:30,42.77,13.11,CENTRAL ITALY,11,ML,2.5,542383,17,16,30.0,2016-11-02 17:16:30,ICV,60
958,2016-11-02,17:08:30,43.47,14.1,ADRIATIC SEA,14,ML,3.5,542382,17,8,30.0,2016-11-02 17:08:30,ICV,93
952,2016-11-02,18:56:05,42.71,13.14,CENTRAL ITALY,12,ML,2.5,542398,18,56,5.0,2016-11-02 18:56:05,ICV,53
953,2016-11-02,18:41:20,43.0,13.1,CENTRAL ITALY,9,ML,2.8,542397,18,41,20.0,2016-11-02 18:41:20,ICV,83
946,2016-11-02,19:37:52,42.89,13.11,CENTRAL ITALY,10,ML,4.0,542411,19,37,52.0,2016-11-02 19:37:52,ICV,72
948,2016-11-02,19:27:41,42.94,13.15,CENTRAL ITALY,10,ML,3.5,542402,19,27,41.0,2016-11-02 19:27:41,ICV,75
949,2016-11-02,19:26:47,42.93,13.21,CENTRAL ITALY,9,ML,3.4,542403,19,26,47.0,2016-11-02 19:26:47,ICV,72
950,2016-11-02,19:20:52,42.71,13.18,CENTRAL ITALY,14,ML,2.5,542401,19,20,52.0,2016-11-02 19:20:52,ICV,52
942,2016-11-02,20:36:11,42.9,13.2,CENTRAL ITALY,10,ML,3.0,542422,20,36,11.0,2016-11-02 20:36:11,ICV,70
943,2016-11-02,20:25:17,42.99,13.04,CENTRAL ITALY,8,ML,2.5,542423,20,25,17.0,2016-11-02 20:25:17,ICV,84
938,2016-11-02,21:57:34,42.86,13.16,CENTRAL ITALY,2,ML,3.4,542441,21,57,34.0,2016-11-02 21:57:34,ICV,67
939,2016-11-02,21:50:52,42.74,13.17,CENTRAL ITALY,11,ML,2.1,542442,21,50,52.0,2016-11-02 21:50:52,ICV,55
940,2016-11-02,21:24:51,42.99,13.04,CENTRAL ITALY,8,ML,2.5,542436,21,24,51.0,2016-11-02 21:24:51,ICV,84
941,2016-11-02,21:02:43,42.83,13.08,CENTRAL ITALY,9,ML,2.7,542433,21,2,43.0,2016-11-02 21:02:43,ICV,67
931,2016-11-02,22:57:03,42.71,13.23,CENTRAL ITALY,10,ML,3.2,542448,22,57,3.0,2016-11-02 22:57:03,ICV,50
932,2016-11-02,22:52:45,42.82,13.3,CENTRAL ITALY,11,ML,2.8,542447,22,52,45.0,2016-11-02 22:52:45,ICV,58
934,2016-11-02,22:30:12,42.81,13.2,CENTRAL ITALY,10,ML,2.7,542446,22,30,12.0,2016-11-02 22:30:12,ICV,61
936,2016-11-02,22:10:56,43.04,13.06,CENTRAL ITALY,10,ML,3.1,542445,22,10,56.0,2016-11-02 22:10:56,ICV,88
937,2016-11-02,22:05:53,42.95,13.11,CENTRAL ITALY,8,ML,2.7,542443,22,5,53.0,2016-11-02 22:05:53,ICV,78
929,2016-11-02,23:12:26,42.7,13.23,CENTRAL ITALY,10,ML,2.7,542451,23,12,26.0,2016-11-02 23:12:26,ICV,49
930,2016-11-02,23:07:34,42.74,13.29,CENTRAL ITALY,15,ML,2.5,542450,23,7,34.0,2016-11-02 23:07:34,ICV,51
918,2016-11-03,00:52:15,42.72,13.26,CENTRAL ITALY,10,ML,2.6,542472,0,52,15.0,2016-11-03 00:52:15,ICV,50
921,2016-11-03,00:42:19,42.74,13.14,CENTRAL ITALY,11,ML,2.6,542467,0,42,19.0,2016-11-03 00:42:19,ICV,56
922,2016-11-03,00:40:23,42.77,13.14,CENTRAL ITALY,10,ML,2.6,542469,0,40,23.0,2016-11-03 00:40:23,ICV,59
923,2016-11-03,00:37:48,42.82,13.07,CENTRAL ITALY,11,ML,2.9,542473,0,37,48.0,2016-11-03 00:37:48,ICV,66
924,2016-11-03,00:35:01,43.03,13.05,CENTRAL ITALY,8,MW,4.8,542463,0,35,1.0,2016-11-03 00:35:01,ICV,88
925,2016-11-03,00:17:09,42.88,13.24,CENTRAL ITALY,8,ML,2.6,542462,0,17,9.0,2016-11-03 00:17:09,ICV,66
927,2016-11-03,00:07:25,42.88,13.14,CENTRAL ITALY,11,ML,2.5,542461,0,7,25.0,2016-11-03 00:07:25,ICV,70
917,2016-11-03,00:59:16,51.54,16.29,POLAND,1,ML,3.0,542608,0,59,16.0,2016-11-03 00:59:16,JXN,147
911,2016-11-03,01:46:29,43.02,13.06,CENTRAL ITALY,10,ML,3.2,542483,1,46,29.0,2016-11-03 01:46:29,ICV,86
912,2016-11-03,01:45:26,42.83,13.2,CENTRAL ITALY,12,ML,2.7,542488,1,45,26.0,2016-11-03 01:45:26,ICV,63
913,2016-11-03,01:18:30,42.71,13.34,CENTRAL ITALY,20,ML,3.2,542479,1,18,30.0,2016-11-03 01:18:30,ICV,46
914,2016-11-03,01:08:19,42.86,13.07,CENTRAL ITALY,11,ML,3.0,542477,1,8,19.0,2016-11-03 01:08:19,ICV,70
915,2016-11-03,01:05:53,42.75,13.08,CENTRAL ITALY,11,ML,2.6,542476,1,5,53.0,2016-11-03 01:05:53,ICV,59
916,2016-11-03,01:04:50,42.8,13.14,CENTRAL ITALY,9,ML,2.6,542475,1,4,50.0,2016-11-03 01:04:50,ICV,62
908,2016-11-03,02:26:55,43.04,13.09,CENTRAL ITALY,9,ML,2.8,542491,2,26,55.0,2016-11-03 02:26:55,ICV,87
910,2016-11-03,02:00:51,42.73,13.16,CENTRAL ITALY,14,ML,2.5,542485,2,0,51.0,2016-11-03 02:00:51,ICV,55
904,2016-11-03,03:47:59,43.01,13.06,CENTRAL ITALY,8,ML,2.6,542509,3,47,59.0,2016-11-03 03:47:59,ICV,85
906,2016-11-03,03:00:46,42.72,13.25,CENTRAL ITALY,12,ML,2.7,542502,3,0,46.0,2016-11-03 03:00:46,ICV,50
901,2016-11-03,04:36:48,42.78,13.18,CENTRAL ITALY,10,ML,2.7,542526,4,36,48.0,2016-11-03 04:36:48,ICV,59
902,2016-11-03,04:30:48,42.83,13.04,CENTRAL ITALY,10,ML,2.8,542528,4,30,48.0,2016-11-03 04:30:48,ICV,69
903,2016-11-03,04:26:17,43.44,11.9,CENTRAL ITALY,20,ML,2.9,542525,4,26,17.0,2016-11-03 04:26:17,ICV,170
895,2016-11-03,05:54:13,42.89,13.2,CENTRAL ITALY,8,ML,2.6,542563,5,54,13.0,2016-11-03 05:54:13,ICV,69
897,2016-11-03,05:43:02,42.87,13.18,CENTRAL ITALY,8,ML,2.5,542558,5,43,2.0,2016-11-03 05:43:02,ICV,67
898,2016-11-03,05:25:43,42.92,13.14,CENTRAL ITALY,10,ML,2.5,542552,5,25,43.0,2016-11-03 05:25:43,ICV,74
899,2016-11-03,05:14:09,42.51,13.29,CENTRAL ITALY,14,ML,2.5,542550,5,14,9.0,2016-11-03 05:14:09,ICV,29
892,2016-11-03,06:24:26,42.89,13.21,CENTRAL ITALY,9,ML,2.8,542568,6,24,26.0,2016-11-03 06:24:26,ICV,68
893,2016-11-03,06:21:30,42.78,13.25,CENTRAL ITALY,11,ML,2.8,542569,6,21,30.0,2016-11-03 06:21:30,ICV,56
894,2016-11-03,06:20:02,42.73,13.14,CENTRAL ITALY,11,ML,2.8,542565,6,20,2.0,2016-11-03 06:20:02,ICV,55
889,2016-11-03,07:45:37,42.75,13.19,CENTRAL ITALY,10,ML,2.7,542585,7,45,37.0,2016-11-03 07:45:37,ICV,55
890,2016-11-03,07:42:52,42.87,13.15,CENTRAL ITALY,10,ML,2.8,542583,7,42,52.0,2016-11-03 07:42:52,ICV,68
891,2016-11-03,07:39:07,42.83,13.12,CENTRAL ITALY,10,ML,3.5,542581,7,39,7.0,2016-11-03 07:39:07,ICV,66
886,2016-11-03,08:57:04,42.95,13.15,CENTRAL ITALY,10,ML,2.5,542595,8,57,4.0,2016-11-03 08:57:04,ICV,76
887,2016-11-03,08:29:57,42.78,13.15,CENTRAL ITALY,10,ML,2.7,542592,8,29,57.0,2016-11-03 08:29:57,ICV,60
888,2016-11-03,08:16:45,42.94,13.22,CENTRAL ITALY,11,ML,2.6,542591,8,16,45.0,2016-11-03 08:16:45,ICV,73
881,2016-11-03,09:36:04,42.75,13.19,CENTRAL ITALY,10,ML,2.9,542603,9,36,4.0,2016-11-03 09:36:04,ICV,55
882,2016-11-03,09:28:57,42.85,13.12,CENTRAL ITALY,9,ML,2.6,542602,9,28,57.0,2016-11-03 09:28:57,ICV,68
883,2016-11-03,09:13:07,42.73,13.25,CENTRAL ITALY,12,ML,2.6,542600,9,13,7.0,2016-11-03 09:13:07,ICV,51
884,2016-11-03,09:00:59,42.92,13.15,CENTRAL ITALY,9,ML,2.9,542598,9,0,59.0,2016-11-03 09:00:59,ICV,73
878,2016-11-03,10:51:09,42.74,13.17,CENTRAL ITALY,11,ML,2.6,542615,10,51,9.0,2016-11-03 10:51:09,ICV,55
880,2016-11-03,10:14:13,42.78,13.21,CENTRAL ITALY,10,ML,3.3,542607,10,14,13.0,2016-11-03 10:14:13,ICV,58
875,2016-11-03,11:59:17,42.91,13.22,CENTRAL ITALY,9,ML,3.4,542628,11,59,17.0,2016-11-03 11:59:17,ICV,70
873,2016-11-03,12:22:20,42.92,13.2,CENTRAL ITALY,9,ML,3.4,542630,12,22,20.0,2016-11-03 12:22:20,ICV,72
874,2016-11-03,12:05:44,42.71,13.27,CENTRAL ITALY,11,ML,2.9,542629,12,5,44.0,2016-11-03 12:05:44,ICV,49
870,2016-11-03,13:22:16,42.68,13.15,CENTRAL ITALY,12,ML,2.5,542645,13,22,16.0,2016-11-03 13:22:16,ICV,50
871,2016-11-03,13:16:41,42.9,13.17,CENTRAL ITALY,8,ML,2.8,542643,13,16,41.0,2016-11-03 13:16:41,ICV,71
872,2016-11-03,13:10:45,42.69,13.18,CENTRAL ITALY,14,ML,3.9,542641,13,10,45.0,2016-11-03 13:10:45,ICV,50
867,2016-11-03,14:44:41,42.83,13.07,CENTRAL ITALY,10,ML,2.5,542653,14,44,41.0,2016-11-03 14:44:41,ICV,67
868,2016-11-03,14:41:29,42.99,13.08,CENTRAL ITALY,9,ML,3.5,542661,14,41,29.0,2016-11-03 14:41:29,ICV,83
869,2016-11-03,14:12:54,42.64,13.21,CENTRAL ITALY,13,ML,2.9,542648,14,12,54.0,2016-11-03 14:12:54,ICV,44
865,2016-11-03,15:38:57,43.02,13.05,CENTRAL ITALY,10,ML,2.8,542665,15,38,57.0,2016-11-03 15:38:57,ICV,87
866,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,ICV,109
866,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,JXN,239
866,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,DHO,166
866,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,GVT,155
861,2016-11-03,16:22:51,42.69,13.17,CENTRAL ITALY,11,ML,2.7,542667,16,22,51.0,2016-11-03 16:22:51,ICV,50
862,2016-11-03,16:18:18,43.07,13.06,CENTRAL ITALY,10,ML,2.5,542676,16,18,18.0,2016-11-03 16:18:18,ICV,91
855,2016-11-03,17:45:09,42.82,13.23,CENTRAL ITALY,13,ML,2.8,542681,17,45,9.0,2016-11-03 17:45:09,ICV,61
856,2016-11-03,17:32:50,42.82,13.06,CENTRAL ITALY,10,ML,2.6,542680,17,32,50.0,2016-11-03 17:32:50,ICV,67
857,2016-11-03,17:26:34,43.03,13.06,CENTRAL ITALY,9,ML,3.2,542679,17,26,34.0,2016-11-03 17:26:34,ICV,87
852,2016-11-03,18:39:35,42.8,13.13,CENTRAL ITALY,11,ML,2.9,542691,18,39,35.0,2016-11-03 18:39:35,ICV,62
853,2016-11-03,18:22:44,43.53,10.76,CENTRAL ITALY,10,ML,2.3,542690,18,22,44.0,2016-11-03 18:22:44,ICV,221
847,2016-11-03,19:35:24,42.9,13.15,CENTRAL ITALY,9,ML,2.5,542704,19,35,24.0,2016-11-03 19:35:24,ICV,71
848,2016-11-03,19:34:23,42.67,13.17,CENTRAL ITALY,12,ML,3.0,542705,19,34,23.0,2016-11-03 19:34:23,ICV,48
849,2016-11-03,19:16:39,43.02,13.05,CENTRAL ITALY,10,ML,3.1,542702,19,16,39.0,2016-11-03 19:16:39,ICV,87
850,2016-11-03,19:04:30,42.78,13.19,CENTRAL ITALY,11,ML,2.7,542703,19,4,30.0,2016-11-03 19:04:30,ICV,58
842,2016-11-03,20:47:13,42.87,13.06,CENTRAL ITALY,10,ML,2.8,542718,20,47,13.0,2016-11-03 20:47:13,ICV,72
843,2016-11-03,20:45:14,42.95,13.21,CENTRAL ITALY,9,ML,2.5,542716,20,45,14.0,2016-11-03 20:45:14,ICV,74
844,2016-11-03,20:32:39,42.81,13.24,CENTRAL ITALY,20,ML,3.7,542710,20,32,39.0,2016-11-03 20:32:39,ICV,59
845,2016-11-03,20:29:26,42.89,13.2,CENTRAL ITALY,8,ML,2.7,542711,20,29,26.0,2016-11-03 20:29:26,ICV,69
840,2016-11-03,21:37:26,42.77,13.19,CENTRAL ITALY,10,ML,2.5,542722,21,37,26.0,2016-11-03 21:37:26,ICV,57
841,2016-11-03,21:10:24,42.76,13.05,CENTRAL ITALY,11,ML,3.4,542720,21,10,24.0,2016-11-03 21:10:24,ICV,61
833,2016-11-03,22:55:53,42.74,13.2,CENTRAL ITALY,10,ML,2.7,542731,22,55,53.0,2016-11-03 22:55:53,ICV,54
834,2016-11-03,22:53:36,42.8,13.14,CENTRAL ITALY,10,ML,3.0,542730,22,53,36.0,2016-11-03 22:53:36,ICV,62
835,2016-11-03,22:25:59,42.83,13.04,CENTRAL ITALY,9,ML,2.7,542726,22,25,59.0,2016-11-03 22:25:59,ICV,69
836,2016-11-03,22:22:10,42.9,13.12,CENTRAL ITALY,11,ML,2.9,542724,22,22,10.0,2016-11-03 22:22:10,ICV,72
837,2016-11-03,22:13:44,42.99,13.04,CENTRAL ITALY,8,ML,2.5,542723,22,13,44.0,2016-11-03 22:13:44,ICV,84
829,2016-11-03,23:58:14,43.04,13.05,CENTRAL ITALY,8,ML,2.5,542739,23,58,14.0,2016-11-03 23:58:14,ICV,89
832,2016-11-03,23:24:35,42.87,13.1,CENTRAL ITALY,10,ML,3.4,542733,23,24,35.0,2016-11-03 23:24:35,ICV,70
827,2016-11-04,00:41:27,42.76,13.17,CENTRAL ITALY,8,ML,3.1,542743,0,41,27.0,2016-11-04 00:41:27,ICV,57
828,2016-11-04,00:17:32,42.87,13.07,CENTRAL ITALY,10,ML,3.2,542742,0,17,32.0,2016-11-04 00:17:32,ICV,71
821,2016-11-04,01:41:28,42.84,13.09,CENTRAL ITALY,14,ML,2.7,542752,1,41,28.0,2016-11-04 01:41:28,ICV,68
822,2016-11-04,01:39:05,42.89,13.18,CENTRAL ITALY,11,ML,2.6,542753,1,39,5.0,2016-11-04 01:39:05,ICV,69
823,2016-11-04,01:36:50,42.91,13.22,CENTRAL ITALY,7,ML,2.5,542751,1,36,50.0,2016-11-04 01:36:50,ICV,70
824,2016-11-04,01:34:16,42.9,13.22,CENTRAL ITALY,8,ML,2.8,542750,1,34,16.0,2016-11-04 01:34:16,ICV,69
825,2016-11-04,01:33:00,42.91,13.22,CENTRAL ITALY,9,ML,3.0,542748,1,33,0.0,2016-11-04 01:33:00,ICV,70
826,2016-11-04,01:12:27,42.76,13.18,CENTRAL ITALY,10,ML,2.5,542746,1,12,27.0,2016-11-04 01:12:27,ICV,57
814,2016-11-04,02:42:31,42.82,13.17,CENTRAL ITALY,13,ML,2.5,542764,2,42,31.0,2016-11-04 02:42:31,ICV,63
816,2016-11-04,02:29:14,42.93,13.04,CENTRAL ITALY,11,ML,2.9,542762,2,29,14.0,2016-11-04 02:29:14,ICV,78
817,2016-11-04,02:19:30,42.91,13.18,CENTRAL ITALY,8,ML,2.5,542758,2,19,30.0,2016-11-04 02:19:30,ICV,71
820,2016-11-04,02:08:43,42.68,13.21,CENTRAL ITALY,13,ML,3.1,542756,2,8,43.0,2016-11-04 02:08:43,ICV,48
810,2016-11-04,03:47:54,42.8,13.09,CENTRAL ITALY,10,ML,2.9,542770,3,47,54.0,2016-11-04 03:47:54,ICV,64
811,2016-11-04,03:33:03,42.87,13.11,CENTRAL ITALY,8,ML,2.6,542766,3,33,3.0,2016-11-04 03:33:03,ICV,70
812,2016-11-04,03:25:26,42.79,13.1,CENTRAL ITALY,13,ML,2.8,542765,3,25,26.0,2016-11-04 03:25:26,ICV,62
806,2016-11-04,04:32:51,42.7,13.23,CENTRAL ITALY,12,ML,2.5,542791,4,32,51.0,2016-11-04 04:32:51,ICV,49
807,2016-11-04,04:29:54,42.9,13.16,CENTRAL ITALY,9,ML,3.0,542774,4,29,54.0,2016-11-04 04:29:54,ICV,71
808,2016-11-04,04:21:55,43.0,13.13,CENTRAL ITALY,9,ML,2.5,542772,4,21,55.0,2016-11-04 04:21:55,ICV,82
802,2016-11-04,05:19:17,42.87,13.1,CENTRAL ITALY,11,ML,2.7,542821,5,19,17.0,2016-11-04 05:19:17,ICV,70
798,2016-11-04,06:13:11,42.79,13.14,CENTRAL ITALY,9,ML,3.0,542831,6,13,11.0,2016-11-04 06:13:11,ICV,61
799,2016-11-04,06:11:55,42.78,13.15,CENTRAL ITALY,9,ML,2.6,542829,6,11,55.0,2016-11-04 06:11:55,ICV,60
800,2016-11-04,06:04:05,42.95,13.22,CENTRAL ITALY,9,ML,2.5,542825,6,4,5.0,2016-11-04 06:04:05,ICV,74
796,2016-11-04,07:32:50,42.81,13.12,CENTRAL ITALY,10,ML,2.5,542834,7,32,50.0,2016-11-04 07:32:50,ICV,64
794,2016-11-04,08:49:29,43.13,13.78,CENTRAL ITALY,31,ML,2.6,542847,8,49,29.0,2016-11-04 08:49:29,ICV,71
795,2016-11-04,08:13:28,42.92,13.21,CENTRAL ITALY,11,ML,2.6,542842,8,13,28.0,2016-11-04 08:13:28,ICV,71
