,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on,dist_from_path
3160,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,ICV,111
3160,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,JXN,111
3160,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,DHO,111
3160,2016-09-30,05:58:38,44.43,21.67,SERBIA,2,ML,2.5,534290,5,58,38.0,2016-09-30 05:58:38,GVT,111
3149,2016-09-30,15:08:00,42.71,13.21,CENTRAL ITALY,11,ML,2.5,534361,15,8,0.0,2016-09-30 15:08:00,ICV,51
3144,2016-09-30,19:38:37,42.9,13.24,CENTRAL ITALY,9,ML,3.8,534393,19,38,37.0,2016-09-30 19:38:37,ICV,68
3146,2016-09-30,19:22:28,42.9,13.25,CENTRAL ITALY,9,ML,3.4,534384,19,22,28.0,2016-09-30 19:22:28,ICV,68
3141,2016-09-30,22:18:10,48.52,10.26,GERMANY,30,ML,2.0,535076,22,18,10.0,2016-09-30 22:18:10,DHO,226
3141,2016-09-30,22:18:10,48.52,10.26,GERMANY,30,ML,2.0,535076,22,18,10.0,2016-09-30 22:18:10,GVT,173
3140,2016-10-01,00:15:09,42.76,13.24,CENTRAL ITALY,10,ML,2.5,534441,0,15,9.0,2016-10-01 00:15:09,ICV,55
3134,2016-10-01,03:15:40,42.81,13.23,CENTRAL ITALY,8,ML,2.5,534491,3,15,40.0,2016-10-01 03:15:40,ICV,60
3118,2016-10-01,11:56:09,42.91,13.25,CENTRAL ITALY,10,ML,2.8,534579,11,56,9.0,2016-10-01 11:56:09,ICV,69
3113,2016-10-01,21:33:01,43.46,17.57,BOSNIA AND HERZEGOVINA,3,ML,2.5,534709,21,33,1.0,2016-10-01 21:33:01,ICV,38
3112,2016-10-01,22:42:02,41.38,13.86,SOUTHERN ITALY,10,ML,2.4,534650,22,42,2.0,2016-10-01 22:42:02,ICV,107
3108,2016-10-02,00:38:18,43.86,16.84,BOSNIA AND HERZEGOVINA,4,ML,2.2,534711,0,38,18.0,2016-10-02 00:38:18,ICV,32
3091,2016-10-02,12:16:49,43.55,13.77,CENTRAL ITALY,9,ML,2.6,534720,12,16,49.0,2016-10-02 12:16:49,ICV,113
3083,2016-10-02,15:20:08,42.81,13.24,CENTRAL ITALY,8,ML,2.6,534737,15,20,8.0,2016-10-02 15:20:08,ICV,59
3078,2016-10-02,19:41:19,42.5,19.19,MONTENEGRO,18,ML,3.9,534757,19,41,19.0,2016-10-02 19:41:19,ICV,191
3076,2016-10-02,21:25:28,42.84,13.23,CENTRAL ITALY,8,ML,2.7,534767,21,25,28.0,2016-10-02 21:25:28,ICV,63
3071,2016-10-02,23:47:07,42.79,13.23,CENTRAL ITALY,9,ML,3.4,534786,23,47,7.0,2016-10-02 23:47:07,ICV,58
3072,2016-10-02,23:00:30,42.72,13.09,CENTRAL ITALY,10,ML,2.5,534775,23,0,30.0,2016-10-02 23:00:30,ICV,56
3048,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,ICV,198
3048,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,JXN,198
3048,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,DHO,198
3048,2016-10-03,16:52:00,43.22,21.39,SERBIA,5,ML,2.5,534890,16,52,0.0,2016-10-03 16:52:00,GVT,198
3038,2016-10-03,21:30:15,42.83,13.22,CENTRAL ITALY,8,ML,2.6,534943,21,30,15.0,2016-10-03 21:30:15,ICV,62
3032,2016-10-03,23:09:28,42.78,13.12,CENTRAL ITALY,10,ML,2.6,534959,23,9,28.0,2016-10-03 23:09:28,ICV,61
3026,2016-10-04,02:39:10,42.5,19.18,MONTENEGRO,21,ML,2.3,534973,2,39,10.0,2016-10-04 02:39:10,ICV,191
3020,2016-10-04,09:33:10,42.76,13.16,CENTRAL ITALY,13,ML,2.3,535035,9,33,10.0,2016-10-04 09:33:10,ICV,57
3018,2016-10-04,10:18:05,43.11,13.4,CENTRAL ITALY,22,ML,2.4,535045,10,18,5.0,2016-10-04 10:18:05,ICV,83
3015,2016-10-04,12:41:35,42.86,13.12,CENTRAL ITALY,9,ML,3.9,535083,12,41,35.0,2016-10-04 12:41:35,ICV,69
3008,2016-10-04,17:06:09,50.12,18.45,POLAND,1,ML,2.9,535129,17,6,9.0,2016-10-04 17:06:09,JXN,32
3002,2016-10-04,22:20:03,50.07,19.22,POLAND,1,ML,2.6,535164,22,20,3.0,2016-10-04 22:20:03,JXN,28
2989,2016-10-05,06:27:03,47.12,11.37,AUSTRIA,5,ML,2.3,535432,6,27,3.0,2016-10-05 06:27:03,GVT,240
2982,2016-10-05,12:29:31,42.64,13.22,CENTRAL ITALY,12,ML,3.2,535261,12,29,31.0,2016-10-05 12:29:31,ICV,44
2983,2016-10-05,12:17:44,50.36,7.92,GERMANY,3,ML,2.2,535257,12,17,44.0,2016-10-05 12:17:44,DHO,196
2983,2016-10-05,12:17:44,50.36,7.92,GERMANY,3,ML,2.2,535257,12,17,44.0,2016-10-05 12:17:44,GVT,128
2970,2016-10-06,01:25:27,51.31,16.1,POLAND,1,ML,2.7,535377,1,25,27.0,2016-10-06 01:25:27,JXN,165
2966,2016-10-06,05:34:18,42.79,13.22,CENTRAL ITALY,10,ML,3.2,535406,5,34,18.0,2016-10-06 05:34:18,ICV,58
2953,2016-10-06,11:52:44,42.77,13.24,CENTRAL ITALY,10,ML,2.5,535453,11,52,44.0,2016-10-06 11:52:44,ICV,56
2951,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,ICV,74
2951,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,JXN,221
2951,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,DHO,170
2951,2016-10-06,15:33:55,44.58,17.61,BOSNIA AND HERZEGOVINA,2,ML,2.8,535476,15,33,55.0,2016-10-06 15:33:55,GVT,162
2950,2016-10-06,16:09:44,42.88,13.14,CENTRAL ITALY,9,ML,3.0,535479,16,9,44.0,2016-10-06 16:09:44,ICV,70
2945,2016-10-06,17:56:09,42.89,13.25,CENTRAL ITALY,8,ML,2.6,535495,17,56,9.0,2016-10-06 17:56:09,ICV,67
2946,2016-10-06,17:54:14,42.89,13.25,CENTRAL ITALY,10,ML,3.0,535493,17,54,14.0,2016-10-06 17:54:14,ICV,67
2939,2016-10-06,21:29:56,42.62,13.36,CENTRAL ITALY,18,ML,2.8,535520,21,29,56.0,2016-10-06 21:29:56,ICV,37
2937,2016-10-06,21:58:50,51.44,16.22,POLAND,1,ML,2.9,535522,21,58,50.0,2016-10-06 21:58:50,JXN,154
2931,2016-10-07,03:43:03,47.48,10.67,AUSTRIA,5,ML,2.1,535624,3,43,3.0,2016-10-07 03:43:03,GVT,242
2929,2016-10-07,04:34:42,42.78,13.13,CENTRAL ITALY,10,ML,2.8,535578,4,34,42.0,2016-10-07 04:34:42,ICV,60
2923,2016-10-07,07:46:06,42.9,13.25,CENTRAL ITALY,8,ML,3.3,535602,7,46,6.0,2016-10-07 07:46:06,ICV,68
2919,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,ICV,109
2919,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,JXN,153
2919,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,DHO,83
2918,2016-10-07,09:42:19,47.6,11.02,AUSTRIA REGION,2,ML,2.6,535623,9,42,19.0,2016-10-07 09:42:19,GVT,215
2919,2016-10-07,09:25:46,45.19,18.3,CROATIA,6,ML,4.1,535617,9,25,46.0,2016-10-07 09:25:46,GVT,73
2904,2016-10-07,18:54:00,42.78,13.13,CENTRAL ITALY,10,ML,2.7,535682,18,54,0.0,2016-10-07 18:54:00,ICV,60
2881,2016-10-08,08:15:01,42.78,13.2,CENTRAL ITALY,10,ML,3.2,535797,8,15,1.0,2016-10-08 08:15:01,ICV,58
2877,2016-10-08,11:41:50,42.63,13.22,CENTRAL ITALY,12,ML,2.7,535815,11,41,50.0,2016-10-08 11:41:50,ICV,43
2874,2016-10-08,12:40:58,42.75,13.19,CENTRAL ITALY,11,ML,3.2,535829,12,40,58.0,2016-10-08 12:40:58,ICV,55
2876,2016-10-08,12:19:03,42.75,13.18,CENTRAL ITALY,9,ML,3.6,535826,12,19,3.0,2016-10-08 12:19:03,ICV,56
2860,2016-10-08,18:45:52,42.75,13.19,CENTRAL ITALY,11,ML,2.6,535889,18,45,52.0,2016-10-08 18:45:52,ICV,55
2861,2016-10-08,18:32:38,42.74,13.19,CENTRAL ITALY,10,ML,2.5,535886,18,32,38.0,2016-10-08 18:32:38,ICV,54
2864,2016-10-08,18:11:09,42.74,13.19,CENTRAL ITALY,11,ML,3.9,535879,18,11,9.0,2016-10-08 18:11:09,ICV,54
2839,2016-10-08,23:57:09,42.76,13.12,CENTRAL ITALY,10,ML,2.8,535953,23,57,9.0,2016-10-08 23:57:09,ICV,59
2823,2016-10-09,02:47:28,42.74,13.19,CENTRAL ITALY,10,ML,3.1,535982,2,47,28.0,2016-10-09 02:47:28,ICV,54
2824,2016-10-09,02:45:53,42.75,13.19,CENTRAL ITALY,10,ML,2.6,535981,2,45,53.0,2016-10-09 02:45:53,ICV,55
2828,2016-10-09,02:11:44,42.69,18.75,MONTENEGRO,15,ML,2.1,535972,2,11,44.0,2016-10-09 02:11:44,ICV,156
2820,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,ICV,105
2820,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,JXN,150
2820,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,DHO,82
2820,2016-10-09,03:36:09,45.17,18.34,CROATIA,8,ML,2.8,535989,3,36,9.0,2016-10-09 03:36:09,GVT,73
2817,2016-10-09,04:42:42,42.74,13.2,CENTRAL ITALY,10,ML,3.7,536009,4,42,42.0,2016-10-09 04:42:42,ICV,54
2808,2016-10-09,10:33:02,42.63,13.21,CENTRAL ITALY,11,ML,2.8,536054,10,33,2.0,2016-10-09 10:33:02,ICV,43
2788,2016-10-09,20:42:37,42.91,13.26,CENTRAL ITALY,6,ML,2.6,536129,20,42,37.0,2016-10-09 20:42:37,ICV,68
2761,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,ICV,137
2761,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,JXN,182
2761,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,DHO,182
2761,2016-10-10,10:50:37,43.27,19.82,SERBIA,2,ML,2.5,536256,10,50,37.0,2016-10-10 10:50:37,GVT,182
2760,2016-10-10,11:04:18,42.92,13.18,CENTRAL ITALY,10,ML,2.5,536257,11,4,18.0,2016-10-10 11:04:18,ICV,72
2758,2016-10-10,11:43:41,45.94,14.59,SLOVENIA,2,ML,2.0,536262,11,43,41.0,2016-10-10 11:43:41,DHO,215
2758,2016-10-10,11:43:41,45.94,14.59,SLOVENIA,2,ML,2.0,536262,11,43,41.0,2016-10-10 11:43:41,GVT,188
2750,2016-10-10,15:40:54,51.5,16.26,POLAND,1,ML,3.2,536287,15,40,54.0,2016-10-10 15:40:54,JXN,150
2737,2016-10-10,23:00:51,42.59,13.3,CENTRAL ITALY,10,ML,2.8,536343,23,0,51.0,2016-10-10 23:00:51,ICV,36
2727,2016-10-11,07:33:09,44.11,12.95,NORTHERN ITALY,10,ML,2.9,536397,7,33,9.0,2016-10-11 07:33:09,ICV,198
2698,2016-10-11,21:24:10,42.87,13.07,CENTRAL ITALY,8,ML,3.2,536519,21,24,10.0,2016-10-11 21:24:10,ICV,71
2686,2016-10-12,02:08:16,42.69,13.26,CENTRAL ITALY,13,ML,2.5,536557,2,8,16.0,2016-10-12 02:08:16,ICV,47
2658,2016-10-12,16:28:32,42.87,13.07,CENTRAL ITALY,9,ML,2.5,536655,16,28,32.0,2016-10-12 16:28:32,ICV,71
2633,2016-10-13,04:56:49,42.87,13.07,CENTRAL ITALY,9,ML,3.1,536749,4,56,49.0,2016-10-13 04:56:49,ICV,71
2634,2016-10-13,04:53:33,42.86,13.08,CENTRAL ITALY,9,ML,2.6,536748,4,53,33.0,2016-10-13 04:53:33,ICV,70
2604,2016-10-14,03:37:44,49.92,8.68,GERMANY,6,ML,2.4,536892,3,37,44.0,2016-10-14 03:37:44,DHO,193
2604,2016-10-14,03:37:44,49.92,8.68,GERMANY,6,ML,2.4,536892,3,37,44.0,2016-10-14 03:37:44,GVT,130
2603,2016-10-14,04:09:20,42.63,13.33,CENTRAL ITALY,11,ML,3.3,536898,4,9,20.0,2016-10-14 04:09:20,ICV,39
2600,2016-10-14,08:45:48,42.87,13.07,CENTRAL ITALY,9,ML,2.8,536932,8,45,48.0,2016-10-14 08:45:48,ICV,71
2595,2016-10-14,12:48:34,42.87,13.06,CENTRAL ITALY,9,ML,2.5,536970,12,48,34.0,2016-10-14 12:48:34,ICV,72
2588,2016-10-14,16:08:48,49.92,8.7,GERMANY,6,ML,2.9,536987,16,8,48.0,2016-10-14 16:08:48,DHO,192
2588,2016-10-14,16:08:48,49.92,8.7,GERMANY,6,ML,2.9,536987,16,8,48.0,2016-10-14 16:08:48,GVT,129
2583,2016-10-14,18:31:19,42.87,13.07,CENTRAL ITALY,9,ML,2.5,537004,18,31,19.0,2016-10-14 18:31:19,ICV,71
2575,2016-10-15,01:47:14,42.9,13.25,CENTRAL ITALY,9,ML,2.7,537068,1,47,14.0,2016-10-15 01:47:14,ICV,68
2577,2016-10-15,01:30:54,42.89,13.26,CENTRAL ITALY,9,ML,3.0,537065,1,30,54.0,2016-10-15 01:30:54,ICV,66
2541,2016-10-15,15:44:46,51.51,15.97,POLAND,1,ML,3.7,537214,15,44,46.0,2016-10-15 15:44:46,JXN,169
2494,2016-10-16,07:48:26,42.75,13.18,CENTRAL ITALY,9,ML,3.0,537386,7,48,26.0,2016-10-16 07:48:26,ICV,56
2485,2016-10-16,09:32:38,42.74,13.19,CENTRAL ITALY,10,MB,4.2,537305,9,32,38.0,2016-10-16 09:32:38,ICV,54
2421,2016-10-17,15:37:36,42.73,13.19,CENTRAL ITALY,10,ML,2.6,537672,15,37,36.0,2016-10-17 15:37:36,ICV,53
2409,2016-10-17,23:50:32,51.55,16.18,POLAND,1,ML,4.3,537763,23,50,32.0,2016-10-17 23:50:32,JXN,154
2364,2016-10-19,00:52:12,42.81,13.23,CENTRAL ITALY,9,ML,3.0,537954,0,52,12.0,2016-10-19 00:52:12,ICV,60
2357,2016-10-19,07:36:16,42.8,13.23,CENTRAL ITALY,7,ML,2.5,537994,7,36,16.0,2016-10-19 07:36:16,ICV,59
2342,2016-10-19,14:58:02,42.79,13.13,CENTRAL ITALY,8,ML,2.5,538070,14,58,2.0,2016-10-19 14:58:02,ICV,61
2339,2016-10-19,16:05:24,45.11,16.26,CROATIA,5,ML,2.4,538192,16,5,24.0,2016-10-19 16:05:24,ICV,175
2339,2016-10-19,16:05:24,45.11,16.26,CROATIA,5,ML,2.4,538192,16,5,24.0,2016-10-19 16:05:24,DHO,197
2339,2016-10-19,16:05:24,45.11,16.26,CROATIA,5,ML,2.4,538192,16,5,24.0,2016-10-19 16:05:24,GVT,180
2337,2016-10-19,17:08:07,42.88,13.14,CENTRAL ITALY,10,ML,2.5,538088,17,8,7.0,2016-10-19 17:08:07,ICV,70
2316,2016-10-20,00:54:50,42.74,13.19,CENTRAL ITALY,10,ML,2.9,538161,0,54,50.0,2016-10-20 00:54:50,ICV,54
2320,2016-10-20,00:09:54,40.76,15.65,SOUTHERN ITALY,17,ML,3.5,538154,0,9,54.0,2016-10-20 00:09:54,ICV,235
2315,2016-10-20,01:07:07,51.51,16.27,POLAND,1,ML,3.1,538163,1,7,7.0,2016-10-20 01:07:07,JXN,149
2285,2016-10-20,18:05:48,42.81,13.23,CENTRAL ITALY,8,ML,2.6,538299,18,5,48.0,2016-10-20 18:05:48,ICV,60
2261,2016-10-21,05:52:41,42.58,13.28,CENTRAL ITALY,12,ML,2.2,538433,5,52,41.0,2016-10-21 05:52:41,ICV,36
2223,2016-10-22,05:24:56,42.77,13.13,CENTRAL ITALY,6,ML,2.9,538874,5,24,56.0,2016-10-22 05:24:56,ICV,59
2210,2016-10-22,22:22:15,42.77,13.17,CENTRAL ITALY,13,ML,2.6,538956,22,22,15.0,2016-10-22 22:22:15,ICV,58
2196,2016-10-23,08:18:50,43.12,9.44,LIGURIAN SEA,5,ML,3.0,538861,8,18,50.0,2016-10-23 08:18:50,ICV,229
2172,2016-10-23,22:22:41,42.62,13.32,CENTRAL ITALY,9,ML,2.8,538893,22,22,41.0,2016-10-23 22:22:41,ICV,38
2139,2016-10-24,18:41:18,43.38,12.55,CENTRAL ITALY,8,ML,3.1,539164,18,41,18.0,2016-10-24 18:41:18,ICV,140
2140,2016-10-24,18:37:55,42.72,13.15,CENTRAL ITALY,9,ML,2.5,539165,18,37,55.0,2016-10-24 18:37:55,ICV,54
2132,2016-10-24,22:25:24,46.3,13.67,SLOVENIA,10,ML,2.5,539400,22,25,24.0,2016-10-24 22:25:24,DHO,233
2132,2016-10-24,22:25:24,46.3,13.67,SLOVENIA,10,ML,2.5,539400,22,25,24.0,2016-10-24 22:25:24,GVT,201
2108,2016-10-25,16:53:00,43.6,10.99,CENTRAL ITALY,9,ML,3.9,539425,16,53,0.0,2016-10-25 16:53:00,ICV,219
2106,2016-10-25,22:36:00,51.57,16.13,POLAND,1,ML,2.7,539478,22,36,0.0,2016-10-25 22:36:00,JXN,157
2102,2016-10-26,02:14:14,43.94,17.11,BOSNIA AND HERZEGOVINA,2,ML,2.6,539526,2,14,14.0,2016-10-26 02:14:14,ICV,30
2102,2016-10-26,02:14:14,43.94,17.11,BOSNIA AND HERZEGOVINA,2,ML,2.6,539526,2,14,14.0,2016-10-26 02:14:14,GVT,244
2083,2016-10-26,15:05:52,42.87,13.2,CENTRAL ITALY,8,ML,2.6,539607,15,5,52.0,2016-10-26 15:05:52,ICV,67
2072,2016-10-26,17:58:18,42.83,13.14,CENTRAL ITALY,9,ML,2.7,539632,17,58,18.0,2016-10-26 17:58:18,ICV,65
2073,2016-10-26,17:55:03,42.86,13.1,CENTRAL ITALY,9,ML,3.0,539636,17,55,3.0,2016-10-26 17:55:03,ICV,69
2074,2016-10-26,17:52:42,42.73,13.16,CENTRAL ITALY,10,ML,2.7,539633,17,52,42.0,2016-10-26 17:52:42,ICV,55
2075,2016-10-26,17:44:52,42.88,13.14,CENTRAL ITALY,9,ML,2.5,539631,17,44,52.0,2016-10-26 17:44:52,ICV,70
2076,2016-10-26,17:36:38,42.87,13.13,CENTRAL ITALY,8,ML,2.8,539629,17,36,38.0,2016-10-26 17:36:38,ICV,69
2078,2016-10-26,17:24:15,42.87,13.15,CENTRAL ITALY,7,ML,2.5,539627,17,24,15.0,2016-10-26 17:24:15,ICV,68
2079,2016-10-26,17:21:14,42.9,13.14,CENTRAL ITALY,9,ML,2.6,539625,17,21,14.0,2016-10-26 17:21:14,ICV,72
2080,2016-10-26,17:10:36,42.88,13.13,CENTRAL ITALY,9,MW,5.5,539614,17,10,36.0,2016-10-26 17:10:36,ICV,70
2068,2016-10-26,18:39:19,42.88,13.09,CENTRAL ITALY,10,ML,3.3,539647,18,39,19.0,2016-10-26 18:39:19,ICV,72
2070,2016-10-26,18:34:34,42.87,13.14,CENTRAL ITALY,8,ML,3.0,539650,18,34,34.0,2016-10-26 18:34:34,ICV,69
2071,2016-10-26,18:02:22,42.91,13.12,CENTRAL ITALY,9,ML,2.5,539634,18,2,22.0,2016-10-26 18:02:22,ICV,73
2053,2016-10-26,19:57:56,42.92,13.05,CENTRAL ITALY,10,ML,2.7,539746,19,57,56.0,2016-10-26 19:57:56,ICV,77
2054,2016-10-26,19:56:08,42.86,13.15,CENTRAL ITALY,9,ML,2.6,539676,19,56,8.0,2016-10-26 19:56:08,ICV,68
2055,2016-10-26,19:53:27,42.86,13.22,CENTRAL ITALY,9,ML,3.1,539675,19,53,27.0,2016-10-26 19:53:27,ICV,65
2056,2016-10-26,19:49:26,42.96,13.06,CENTRAL ITALY,10,ML,3.4,539669,19,49,26.0,2016-10-26 19:49:26,ICV,81
2057,2016-10-26,19:43:43,42.89,13.07,CENTRAL ITALY,10,ML,3.8,539664,19,43,43.0,2016-10-26 19:43:43,ICV,73
2059,2016-10-26,19:36:33,43.21,11.04,CENTRAL ITALY,7,ML,2.2,539671,19,36,33.0,2016-10-26 19:36:33,ICV,179
2060,2016-10-26,19:34:26,42.95,13.06,CENTRAL ITALY,10,ML,3.3,539698,19,34,26.0,2016-10-26 19:34:26,ICV,80
2061,2016-10-26,19:27:54,42.89,13.08,CENTRAL ITALY,10,ML,3.4,539665,19,27,54.0,2016-10-26 19:27:54,ICV,73
2063,2016-10-26,19:25:18,42.94,13.07,CENTRAL ITALY,8,ML,3.9,539672,19,25,18.0,2016-10-26 19:25:18,ICV,78
2064,2016-10-26,19:18:07,42.92,13.13,CENTRAL ITALY,8,MW,6.1,539727,19,18,7.0,2016-10-26 19:18:07,ICV,74
2065,2016-10-26,19:16:57,42.88,13.16,CENTRAL ITALY,8,ML,4.3,540301,19,16,57.0,2016-10-26 19:16:57,ICV,69
2066,2016-10-26,19:13:23,42.87,13.14,CENTRAL ITALY,7,ML,2.2,539693,19,13,23.0,2016-10-26 19:13:23,ICV,69
2067,2016-10-26,19:00:29,42.91,13.12,CENTRAL ITALY,9,ML,3.2,539652,19,0,29.0,2016-10-26 19:00:29,ICV,73
2034,2016-10-26,20:58:20,42.88,13.08,CENTRAL ITALY,8,ML,2.7,539722,20,58,20.0,2016-10-26 20:58:20,ICV,72
2035,2016-10-26,20:56:45,43.01,13.12,CENTRAL ITALY,9,ML,2.7,539741,20,56,45.0,2016-10-26 20:56:45,ICV,83
2036,2016-10-26,20:52:16,42.88,13.16,CENTRAL ITALY,6,ML,2.5,539743,20,52,16.0,2016-10-26 20:52:16,ICV,69
2037,2016-10-26,20:49:12,43.0,13.11,CENTRAL ITALY,8,ML,2.7,539704,20,49,12.0,2016-10-26 20:49:12,ICV,83
2038,2016-10-26,20:42:21,43.01,13.11,CENTRAL ITALY,9,ML,3.1,539705,20,42,21.0,2016-10-26 20:42:21,ICV,84
2039,2016-10-26,20:38:07,43.01,13.07,CENTRAL ITALY,10,ML,3.0,539694,20,38,7.0,2016-10-26 20:38:07,ICV,85
2040,2016-10-26,20:35:57,42.88,13.14,CENTRAL ITALY,8,ML,2.8,539690,20,35,57.0,2016-10-26 20:35:57,ICV,70
2041,2016-10-26,20:32:41,42.86,13.09,CENTRAL ITALY,9,ML,2.9,539695,20,32,41.0,2016-10-26 20:32:41,ICV,70
2042,2016-10-26,20:30:25,43.0,13.07,CENTRAL ITALY,10,ML,2.9,539744,20,30,25.0,2016-10-26 20:30:25,ICV,84
2043,2016-10-26,20:28:46,43.02,13.13,CENTRAL ITALY,8,ML,2.6,539692,20,28,46.0,2016-10-26 20:28:46,ICV,84
2044,2016-10-26,20:25:53,42.99,13.14,CENTRAL ITALY,10,ML,3.4,539684,20,25,53.0,2016-10-26 20:25:53,ICV,81
2045,2016-10-26,20:22:40,42.86,13.15,CENTRAL ITALY,7,ML,2.9,539686,20,22,40.0,2016-10-26 20:22:40,ICV,68
2046,2016-10-26,20:12:41,43.02,13.12,CENTRAL ITALY,8,ML,3.3,539685,20,12,41.0,2016-10-26 20:12:41,ICV,84
2047,2016-10-26,20:11:00,42.98,13.11,CENTRAL ITALY,10,ML,3.0,539679,20,11,0.0,2016-10-26 20:11:00,ICV,81
2048,2016-10-26,20:09:11,42.98,13.12,CENTRAL ITALY,8,ML,2.9,539707,20,9,11.0,2016-10-26 20:09:11,ICV,80
2049,2016-10-26,20:06:36,42.92,13.11,CENTRAL ITALY,10,ML,3.1,539703,20,6,36.0,2016-10-26 20:06:36,ICV,75
2050,2016-10-26,20:04:07,43.01,13.12,CENTRAL ITALY,6,ML,3.4,539677,20,4,7.0,2016-10-26 20:04:07,ICV,83
2051,2016-10-26,20:01:23,42.97,13.15,CENTRAL ITALY,9,ML,2.7,539691,20,1,23.0,2016-10-26 20:01:23,ICV,78
2052,2016-10-26,20:00:16,43.04,13.11,CENTRAL ITALY,8,ML,2.8,539681,20,0,16.0,2016-10-26 20:00:16,ICV,87
2018,2016-10-26,21:59:01,42.88,13.15,CENTRAL ITALY,9,ML,2.6,539734,21,59,1.0,2016-10-26 21:59:01,ICV,69
2019,2016-10-26,21:52:52,42.86,13.21,CENTRAL ITALY,9,ML,3.3,539720,21,52,52.0,2016-10-26 21:52:52,ICV,65
2020,2016-10-26,21:49:36,42.97,13.06,CENTRAL ITALY,11,ML,2.9,539731,21,49,36.0,2016-10-26 21:49:36,ICV,82
2021,2016-10-26,21:45:45,42.85,13.15,CENTRAL ITALY,9,ML,3.0,539737,21,45,45.0,2016-10-26 21:45:45,ICV,67
2022,2016-10-26,21:42:02,42.86,13.13,CENTRAL ITALY,10,MW,4.7,539714,21,42,2.0,2016-10-26 21:42:02,ICV,68
2023,2016-10-26,21:39:30,42.98,13.13,CENTRAL ITALY,9,ML,2.8,539723,21,39,30.0,2016-10-26 21:39:30,ICV,80
2024,2016-10-26,21:33:13,42.82,13.25,CENTRAL ITALY,10,ML,3.0,539729,21,33,13.0,2016-10-26 21:33:13,ICV,60
2025,2016-10-26,21:30:19,43.02,13.07,CENTRAL ITALY,10,ML,2.8,539717,21,30,19.0,2016-10-26 21:30:19,ICV,86
2026,2016-10-26,21:24:51,42.87,13.08,CENTRAL ITALY,9,MB,4.1,539710,21,24,51.0,2016-10-26 21:24:51,ICV,71
2027,2016-10-26,21:23:00,42.92,13.11,CENTRAL ITALY,8,ML,2.8,539713,21,23,0.0,2016-10-26 21:23:00,ICV,75
2028,2016-10-26,21:19:38,43.01,13.06,CENTRAL ITALY,8,ML,2.5,539745,21,19,38.0,2016-10-26 21:19:38,ICV,85
2029,2016-10-26,21:16:04,42.92,13.04,CENTRAL ITALY,11,ML,2.6,539730,21,16,4.0,2016-10-26 21:16:04,ICV,77
2030,2016-10-26,21:12:05,42.9,13.03,CENTRAL ITALY,10,ML,2.4,539736,21,12,5.0,2016-10-26 21:12:05,ICV,76
2031,2016-10-26,21:08:35,43.0,13.11,CENTRAL ITALY,8,ML,2.9,539711,21,8,35.0,2016-10-26 21:08:35,ICV,83
2032,2016-10-26,21:04:55,42.88,13.12,CENTRAL ITALY,9,ML,2.5,539740,21,4,55.0,2016-10-26 21:04:55,ICV,71
2033,2016-10-26,21:00:46,42.92,13.11,CENTRAL ITALY,9,ML,3.1,539739,21,0,46.0,2016-10-26 21:00:46,ICV,75
